io,arm,variant,seed,fraction,n_train,params,epochs_ran,best_val_loss,wall_s,test_iid_auprc,test_iid_auroc,test_iid_recall,test_iid_specificity,test_iid_precision,test_iid_recall_at_fpr10,test_iid_recall_at_fpr05,test_iid_balanced_acc,test_iid_f1_at_0p5,test_iid_f1_best,test_iid_thr_f1_best,test_iid_accuracy,test_iid_n,test_iid_n_pos,test_low_auprc,test_low_auroc,test_low_recall,test_low_specificity,test_low_precision,test_low_recall_at_fpr10,test_low_recall_at_fpr05,test_low_balanced_acc,test_low_f1_at_0p5,test_low_f1_best,test_low_thr_f1_best,test_low_accuracy,test_low_n,test_low_n_pos,low_latency,low_worst_interferent
bio,adapter_only,standard,0,50,2552,502,30,0.3083,0.9,0.95812,0.89531,0.6681,0.87356,0.93373,0.64224,0.57112,0.77083,0.77889,0.92108,0.27227,0.72414,638,464,0.97424,0.83145,0.54454,0.87356,0.97179,0.49497,0.39152,0.70905,0.69797,0.94318,0.01278,0.5811,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.12, ""10-30s"": 0.3646, ""30-60s"": 0.4931, "">60s"": 0.7323}","{""methane"": 0.5819, ""CO"": 0.5072, ""worst"": 0.5072}"
bio,connectome,standard,1,50,2552,263508,13,0.1944,46.5,0.96635,0.91542,0.96552,0.64943,0.88016,0.66595,0.64871,0.80747,0.92086,0.92543,0.42698,0.87931,638,464,0.985,0.89355,0.90589,0.64943,0.95386,0.64799,0.60489,0.77766,0.92926,0.9576,0.00141,0.87739,1566,1392,"{""pre"": 0.2347, ""0-5s"": 0.5833, ""5-10s"": 0.32, ""10-30s"": 0.5625, ""30-60s"": 0.7014, "">60s"": 0.8232}","{""methane"": 0.9454, ""CO"": 0.8664, ""worst"": 0.8664}"
bio,connectome,graded_ln,1,100,5104,263508,16,0.1944,113.3,0.97516,0.9345,0.90733,0.72989,0.89957,0.76078,0.70905,0.81861,0.90343,0.92507,0.23237,0.85893,638,464,0.98482,0.89016,0.81968,0.72989,0.96044,0.66954,0.63649,0.77478,0.8845,0.95793,0.00836,0.80971,1566,1392,"{""pre"": 0.2347, ""0-5s"": 0.625, ""5-10s"": 0.36, ""10-30s"": 0.5938, ""30-60s"": 0.75, "">60s"": 0.846}","{""methane"": 0.8606, ""CO"": 0.7787, ""worst"": 0.7787}"
bio,degree,standard,2,5,255,263508,24,0.3101,15.6,0.97377,0.92598,0.84698,0.82759,0.92908,0.78448,0.73491,0.83728,0.88613,0.90385,0.47494,0.84169,638,464,0.98787,0.9086,0.79239,0.83333,0.97438,0.7342,0.69109,0.81286,0.87401,0.9505,0.00572,0.79693,1566,1392,"{""pre"": 0.4084, ""0-5s"": 0.625, ""5-10s"": 0.44, ""10-30s"": 0.5833, ""30-60s"": 0.7639, "">60s"": 0.8876}","{""methane"": 0.7701, ""CO"": 0.8147, ""worst"": 0.7701}"
bio,degree,graded_ln,2,10,510,263508,24,0.2235,24.0,0.96894,0.91797,0.84267,0.73563,0.89474,0.73276,0.71552,0.78915,0.86792,0.90947,0.32928,0.81348,638,464,0.97966,0.85767,0.71911,0.73563,0.95606,0.61853,0.57256,0.72737,0.82083,0.95215,0.0133,0.72095,1566,1392,"{""pre"": 0.2219, ""0-5s"": 0.625, ""5-10s"": 0.36, ""10-30s"": 0.5417, ""30-60s"": 0.6875, "">60s"": 0.779}","{""methane"": 0.7486, ""CO"": 0.6897, ""worst"": 0.6897}"
bio,random,standard,2,25,1276,263508,22,0.198,44.6,0.96405,0.90862,0.90948,0.68391,0.8847,0.69181,0.64224,0.7967,0.89692,0.92261,0.26221,0.84796,638,464,0.97905,0.85451,0.80244,0.68391,0.95307,0.60057,0.56178,0.74318,0.87129,0.95205,0.00222,0.78927,1566,1392,"{""pre"": 0.09, ""0-5s"": 0.625, ""5-10s"": 0.4, ""10-30s"": 0.5208, ""30-60s"": 0.6944, "">60s"": 0.7992}","{""methane"": 0.852, ""CO"": 0.7529, ""worst"": 0.7529}"
bio,spectrum,standard,2,50,2552,12247627,17,0.3937,36.2,0.98154,0.95074,0.96121,0.68966,0.892,0.79741,0.77586,0.82543,0.92531,0.92894,0.48888,0.88715,638,464,0.98119,0.86977,0.80101,0.68966,0.95381,0.60632,0.56968,0.74533,0.87075,0.96106,0.21859,0.78863,1566,1392,"{""pre"": 0.3859, ""0-5s"": 0.75, ""5-10s"": 0.44, ""10-30s"": 0.5312, ""30-60s"": 0.6458, "">60s"": 0.6957}","{""methane"": 0.7328, ""CO"": 0.8693, ""worst"": 0.7328}"
bio,dense,standard,2,100,5104,12247627,22,0.2894,95.8,0.9608,0.89494,0.63362,0.99425,0.99661,0.69828,0.63578,0.81394,0.7747,0.91296,0.46795,0.73197,638,464,0.98583,0.89979,0.57902,0.99425,0.99876,0.6329,0.5819,0.78664,0.73306,0.95682,0.01346,0.62516,1566,1392,"{""pre"": 0.119, ""0-5s"": 0.125, ""5-10s"": 0.12, ""10-30s"": 0.4896, ""30-60s"": 0.6181, "">60s"": 0.8864}","{""methane"": 0.5661, ""CO"": 0.592, ""worst"": 0.5661}"
generic,degree,standard,0,5,255,300871,11,0.4491,7.0,0.91521,0.78941,0.79095,0.60345,0.84174,0.51724,0.41595,0.6972,0.81556,0.87001,0.05642,0.73981,638,464,0.95094,0.70247,0.62356,0.60345,0.92636,0.36351,0.3125,0.61351,0.74538,0.94118,1e-05,0.62133,1566,1392,"{""pre"": 0.6174, ""0-5s"": 0.4167, ""5-10s"": 0.12, ""10-30s"": 0.2083, ""30-60s"": 0.2431, "">60s"": 0.3106}","{""methane"": 0.6279, ""CO"": 0.6193, ""worst"": 0.6193}"
generic,random,standard,0,10,510,300871,20,0.2103,19.4,0.98744,0.96792,0.94612,0.81609,0.93206,0.86638,0.79526,0.88111,0.93904,0.94813,0.41621,0.91066,638,464,0.98676,0.90414,0.78736,0.81609,0.97163,0.70474,0.65158,0.80172,0.86984,0.95883,0.03852,0.79055,1566,1392,"{""pre"": 0.582, ""0-5s"": 0.5833, ""5-10s"": 0.32, ""10-30s"": 0.5521, ""30-60s"": 0.6875, "">60s"": 0.7904}","{""methane"": 0.7687, ""CO"": 0.806, ""worst"": 0.7687}"
generic,spectrum,standard,0,25,1276,12284990,6,1.0,6.4,0.83838,0.65945,0.56897,0.77011,0.86842,0.22414,0.2069,0.66954,0.6875,0.8585,0.01424,0.62382,638,464,0.87361,0.42969,0.26293,0.77011,0.90148,0.09986,0.04454,0.51652,0.40712,0.94118,0.01238,0.31928,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.0625, ""30-60s"": 0.1389, "">60s"": 0.1427}","{""methane"": 0.3261, ""CO"": 0.1997, ""worst"": 0.1997}"
generic,dense,standard,0,50,2552,12284990,30,0.5624,58.8,0.93635,0.8199,1.0,0.0,0.72727,0.63793,0.6056,0.5,0.84211,0.84672,0.54955,0.72727,638,464,0.96457,0.77114,1.0,0.0,0.88889,0.44109,0.39224,0.5,0.94118,0.94401,0.54964,0.88889,1566,1392,"{""pre"": 0.0032, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.2188, ""30-60s"": 0.3889, "">60s"": 0.6768}","{""methane"": 1.0, ""CO"": 1.0, ""worst"": 1.0}"
bio,adapter_only,standard,0,100,5104,502,30,0.245,1.7,0.94704,0.87329,0.71983,0.81034,0.91008,0.54741,0.48922,0.76509,0.80385,0.91617,0.1686,0.74451,638,464,0.96537,0.7948,0.59698,0.81034,0.96181,0.35057,0.27299,0.70366,0.7367,0.94465,0.00057,0.62069,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.1562, ""30-60s"": 0.3125, "">60s"": 0.5404}","{""methane"": 0.6595, ""CO"": 0.5345, ""worst"": 0.5345}"
bio,connectome,standard,1,100,5104,263508,16,0.1987,121.3,0.9727,0.92949,0.90086,0.73563,0.90086,0.71767,0.69181,0.81825,0.90086,0.92688,0.17356,0.8558,638,464,0.98831,0.91488,0.89009,0.73563,0.9642,0.68606,0.66092,0.81286,0.92566,0.9594,0.06714,0.87292,1566,1392,"{""pre"": 0.1608, ""0-5s"": 0.7083, ""5-10s"": 0.48, ""10-30s"": 0.625, ""30-60s"": 0.7639, "">60s"": 0.8914}","{""methane"": 0.9124, ""CO"": 0.8678, ""worst"": 0.8678}"
bio,connectome,graded_ln,2,5,255,263508,22,0.2495,15.4,0.96938,0.92111,0.94181,0.63218,0.87226,0.71983,0.67241,0.787,0.9057,0.91395,0.15394,0.85737,638,464,0.97961,0.86333,0.86853,0.63218,0.94973,0.56106,0.50359,0.75036,0.90732,0.95625,0.10988,0.84227,1566,1392,"{""pre"": 0.3248, ""0-5s"": 0.4167, ""5-10s"": 0.36, ""10-30s"": 0.4792, ""30-60s"": 0.6111, "">60s"": 0.6654}","{""methane"": 0.8721, ""CO"": 0.8649, ""worst"": 0.8649}"
bio,degree,standard,2,10,510,263508,17,0.2452,18.0,0.9619,0.89857,0.95905,0.51724,0.84121,0.69612,0.69181,0.73815,0.89627,0.9,0.45776,0.83856,638,464,0.97486,0.82713,0.85991,0.51724,0.93443,0.57184,0.55388,0.68858,0.89562,0.95125,0.01421,0.82184,1566,1392,"{""pre"": 0.1576, ""0-5s"": 0.5833, ""5-10s"": 0.36, ""10-30s"": 0.4896, ""30-60s"": 0.6389, "">60s"": 0.7386}","{""methane"": 0.875, ""CO"": 0.8448, ""worst"": 0.8448}"
bio,degree,graded_ln,2,25,1276,263508,30,0.2083,65.2,0.96119,0.90138,0.95043,0.62069,0.86982,0.66595,0.63362,0.78556,0.90834,0.91405,0.40789,0.8605,638,464,0.97911,0.85486,0.85632,0.62069,0.94754,0.59267,0.56537,0.73851,0.89962,0.95264,0.00108,0.83014,1566,1392,"{""pre"": 0.0868, ""0-5s"": 0.625, ""5-10s"": 0.36, ""10-30s"": 0.5208, ""30-60s"": 0.6944, "">60s"": 0.7879}","{""methane"": 0.9224, ""CO"": 0.7902, ""worst"": 0.7902}"
bio,random,standard,2,50,2552,263508,15,0.1857,59.8,0.96791,0.91705,0.88362,0.72414,0.8952,0.70259,0.66164,0.80388,0.88937,0.92004,0.35691,0.84013,638,464,0.98365,0.88459,0.82902,0.72414,0.96007,0.62572,0.59842,0.77658,0.88975,0.95467,0.07002,0.81737,1566,1392,"{""pre"": 0.1576, ""0-5s"": 0.5417, ""5-10s"": 0.32, ""10-30s"": 0.5104, ""30-60s"": 0.6806, "">60s"": 0.8258}","{""methane"": 0.8549, ""CO"": 0.8032, ""worst"": 0.8032}"
bio,spectrum,standard,2,100,5104,12247627,14,0.6317,54.8,0.88194,0.60118,1.0,0.0,0.72727,0.08621,0.08621,0.5,0.84211,0.90966,0.52077,0.72727,638,464,0.95189,0.56688,1.0,0.0,0.88889,0.02371,0.02371,0.5,0.94118,0.94948,0.52077,0.88889,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.0312, ""30-60s"": 0.0486, "">60s"": 0.029}","{""methane"": 1.0, ""CO"": 1.0, ""worst"": 1.0}"
generic,connectome,standard,0,5,255,300871,30,0.2121,20.4,0.97426,0.9331,0.85991,0.79885,0.91935,0.78233,0.68966,0.82938,0.88864,0.92634,0.10646,0.84326,638,464,0.98445,0.885,0.79741,0.79885,0.96943,0.69468,0.65302,0.79813,0.87505,0.94397,0.00043,0.79757,1566,1392,"{""pre"": 0.6174, ""0-5s"": 0.7083, ""5-10s"": 0.44, ""10-30s"": 0.5625, ""30-60s"": 0.6528, "">60s"": 0.7563}","{""methane"": 0.8147, ""CO"": 0.7802, ""worst"": 0.7802}"
generic,degree,standard,0,10,510,300871,27,0.192,27.9,0.98314,0.95614,0.97198,0.68391,0.8913,0.82974,0.76724,0.82795,0.9299,0.9332,0.44197,0.89342,638,464,0.98716,0.90696,0.87428,0.68391,0.95676,0.70115,0.65805,0.77909,0.91366,0.96348,0.03891,0.85313,1566,1392,"{""pre"": 0.5981, ""0-5s"": 0.6667, ""5-10s"": 0.4, ""10-30s"": 0.5417, ""30-60s"": 0.6597, "">60s"": 0.779}","{""methane"": 0.9052, ""CO"": 0.8434, ""worst"": 0.8434}"
generic,random,standard,0,25,1276,300871,21,0.1945,44.3,0.98646,0.96451,0.99138,0.67816,0.89147,0.87069,0.82328,0.83477,0.93878,0.93986,0.4916,0.90596,638,464,0.9868,0.90212,0.88147,0.67816,0.95635,0.73563,0.68534,0.77981,0.91738,0.95087,0.01256,0.85888,1566,1392,"{""pre"": 0.6624, ""0-5s"": 0.6667, ""5-10s"": 0.32, ""10-30s"": 0.5938, ""30-60s"": 0.7292, "">60s"": 0.798}","{""methane"": 0.931, ""CO"": 0.8319, ""worst"": 0.8319}"
generic,spectrum,standard,0,50,2552,12284990,16,0.3759,35.1,0.91799,0.81056,0.91595,0.45977,0.81888,0.42888,0.37931,0.68786,0.8647,0.87789,0.57032,0.79154,638,464,0.93846,0.66992,0.75431,0.45977,0.91783,0.21552,0.16595,0.60704,0.82808,0.94997,0.06186,0.72158,1566,1392,"{""pre"": 0.0064, ""0-5s"": 0.0833, ""5-10s"": 0.12, ""10-30s"": 0.1771, ""30-60s"": 0.2361, "">60s"": 0.3056}","{""methane"": 0.8736, ""CO"": 0.6351, ""worst"": 0.6351}"
generic,dense,standard,0,100,5104,12284990,19,0.5084,72.3,0.92726,0.80086,0.5,1.0,1.0,0.59267,0.57543,0.75,0.66667,0.85046,0.45695,0.63636,638,464,0.95756,0.73082,0.39583,1.0,1.0,0.42241,0.41882,0.69792,0.56716,0.94511,0.45693,0.46296,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0417, ""5-10s"": 0.0, ""10-30s"": 0.1875, ""30-60s"": 0.4028, "">60s"": 0.6452}","{""methane"": 0.3276, ""CO"": 0.4641, ""worst"": 0.3276}"
bio,adapter_only,standard,1,5,255,502,30,0.5739,0.1,0.89839,0.7377,0.5625,0.77586,0.87,0.48491,0.41595,0.66918,0.68325,0.84982,0.29947,0.62069,638,464,0.94476,0.66868,0.45115,0.77586,0.94153,0.34698,0.28017,0.61351,0.61,0.94309,0.29088,0.48723,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.1771, ""30-60s"": 0.375, "">60s"": 0.5202}","{""methane"": 0.4339, ""CO"": 0.4684, ""worst"": 0.4339}"
