bodyId,index,type,instance,pool,is_sensory,is_internal,is_output,outside_input_frac,outside_output_frac,post_in_cx_primary,pre_in_cx_primary,assignment_reason
271116909,295,,,internal,False,True,False,0.0,0.0,111.0,39.0,near_tie_internal_default
271116913,296,,,internal,False,True,False,0.0,0.0,73.0,26.0,near_tie_internal_default
271120662,297,,,internal,False,True,False,0.0,0.0,9.0,3.0,near_tie_internal_default
271120686,298,,,internal,False,True,False,0.0,0.0,359.0,86.0,near_tie_internal_default
271120786,299,,,internal,False,True,False,0.0,0.0,88.0,26.0,near_tie_internal_default
271120805,300,,,internal,False,True,False,0.0,0.0,129.0,44.0,near_tie_internal_default
271120830,301,,,internal,False,True,False,0.0,0.0,17.0,8.0,near_tie_internal_default
271120831,302,,,internal,False,True,False,0.0,0.0,94.0,32.0,near_tie_internal_default
271120996,303,,,internal,False,True,False,0.0,0.0,70.0,33.0,near_tie_internal_default
271120997,304,,,internal,False,True,False,0.0,0.0,115.0,48.0,near_tie_internal_default
271120998,305,,,internal,False,True,False,0.0,0.0,3.0,2.0,near_tie_internal_default
271121045,306,,,internal,False,True,False,0.0,0.0,99.0,30.0,near_tie_internal_default
271121072,307,,,internal,False,True,False,0.0,0.0,22.0,9.0,near_tie_internal_default
